Histogram Bins [cnts.],Histogram [pxls.],Area Norm. Histogram [pxl frac.]
-67.39893728144638,74,0.07716371220020855
-65.09413668038579,93,0.09697601668404589
-62.7893360793252,55,0.05735140771637122
-60.48453547826462,41,0.04275286757038582
-58.17973487720403,50,0.05213764337851929
-55.87493427614344,90,0.09384775808133472
-53.57013367508286,72,0.07507820646506778
-51.265333074022266,80,0.08342022940563086
-48.960532472961674,126,0.13138686131386862
-46.65573187190109,252,0.26277372262773724
-44.350931270840505,544,0.5672575599582899
-42.04613066977991,760,0.7924921793534933
-39.74133006871933,812,0.8467153284671532
-37.436529467658744,901,0.9395203336809176
-35.13172886659815,1312,1.3680917622523463
-32.82692826553756,1605,1.6736183524504693
-30.522127664476976,1814,1.8915537017726798
-28.21732706341639,2367,2.468196037539103
-25.9125264623558,3148,3.2825860271115745
-23.607725861295215,4285,4.468196037539103
-21.302925260234623,4958,5.169968717413973
-18.99812465917404,6161,6.424400417101147
-16.693324058113447,7158,7.464025026068822
-14.388523457052862,8720,9.092805005213764
-12.083722855992278,10319,10.760166840458812
-9.778922254931686,12425,12.956204379562044
-7.4741216538711015,15105,15.750782064650679
-5.16932105281051,19607,20.445255474452555
-2.864520451749925,24007,25.033368091762252
-0.5597198506893335,28618,29.841501564129302
1.7450807503712582,32770,34.17101147028154
4.049881351431836,38517,40.16371220020855
6.354681952492427,42522,44.339937434827945
8.659482553553019,45475,47.419186652763294
10.964283154613597,49605,51.72575599582899
13.269083755674188,58439,60.93743482794578
15.57388435673478,68191,71.10636079249218
17.87868495779537,66996,69.86027111574556
20.18348555885595,59486,62.02919708029197
22.48828615991654,60991,63.5985401459854
24.793086760977133,63109,65.80709071949948
27.09788736203771,42508,44.32533889468196
29.402687963098302,26706,27.847758081334725
31.707488564158893,19086,19.901981230448385
34.012289165219485,13907,14.501564129301356
36.31708976628006,10843,11.306569343065693
38.621890367340654,8845,9.223149113660062
40.926690968401246,7417,7.734098018769552
43.231491569461824,6341,6.6120959332638165
45.536292170522415,5198,5.420229405630866
47.84109277158301,4533,4.726798748696559
50.1458933726436,3931,4.099061522419187
52.450693973704176,3861,4.026068821689259
54.75549457476477,3557,3.7090719499478624
57.06029517582536,2952,3.0782064650677787
59.36509577688595,2589,2.699687174139729
61.66989637794653,2497,2.6037539103232534
63.974696979007106,2137,2.2283628779979145
66.27949758006771,1868,1.9478623566214808
68.58429818112829,1712,1.7851929092805006
70.8890987821889,1328,1.3847758081334725
73.19389938324947,1193,1.2440041710114702
75.49869998431005,953,0.9937434827945777
77.80350058537066,722,0.7528675703858185
80.10830118643123,516,0.5380604796663191
82.41310178749181,407,0.424400417101147
84.71790238855242,372,0.38790406673618355
87.022702989613,275,0.2867570385818561
89.32750359067357,289,0.3013555787278415
91.63230419173418,301,0.31386861313868614
93.93710479279476,211,0.22002085505735142
96.24190539385536,131,0.13660062565172054
98.54670599491594,90,0.09384775808133472
100.85150659597652,78,0.08133472367049009
103.15630719703712,141,0.1470281543274244
105.4611077980977,79,0.08237747653806048
107.76590839915828,127,0.132429614181439
110.07070900021888,81,0.08446298227320125
112.37550960127946,38,0.03962460896767466
114.68031020234004,29,0.03023983315954119
116.98511080340064,41,0.04275286757038582
119.28991140446122,9,0.009384775808133473
121.5947120055218,21,0.021897810218978103
123.8995126065824,15,0.01564129301355579
126.20431320764298,8,0.008342022940563087
128.5091138087036,16,0.016684045881126174
130.81391440976415,9,0.009384775808133473
133.11871501082476,6,0.006256517205422315
135.42351561188536,1,0.0010427528675703858
137.7283162129459,6,0.006256517205422315
140.03311681400652,5,0.005213764337851929
142.33791741506712,1,0.0010427528675703858
144.64271801612767,1,0.0010427528675703858
146.94751861718828,4,0.004171011470281543
149.25231921824889,9,0.009384775808133473
151.55711981930943,2,0.0020855057351407717
153.86192042037004,1,0.0010427528675703858
156.16672102143065,4,0.004171011470281543
158.4715216224912,6,0.006256517205422315
160.77632222355177,7,0.0072992700729927005
