Histogram Bins [cnts.],Histogram [pxls.],Area Norm. Histogram [pxl frac.]
-97.46795238334475,22555,23.54384133611691
-95.74501509189558,14343,14.971816283924843
-94.02207780044641,7966,8.315240083507307
-92.29914050899725,5664,5.912317327766179
-90.57620321754808,4603,4.804801670146138
-88.85326592609891,4380,4.572025052192067
-87.13032863464974,4492,4.688935281837161
-85.40739134320057,3890,4.060542797494781
-83.68445405175142,2822,2.9457202505219207
-81.96151676030225,3384,3.5323590814196244
-80.23857946885308,3693,3.8549060542797493
-78.5156421774039,4014,4.189979123173278
-76.79270488595475,4326,4.515657620041754
-75.06976759450558,3245,3.3872651356993737
-73.34683030305641,3332,3.478079331941545
-71.62389301160724,3190,3.3298538622129437
-69.90095572015807,3455,3.606471816283925
-68.1780184287089,2844,2.9686847599164925
-66.45508113725974,2333,2.4352818371607516
-64.73214384581057,2436,2.5427974947807934
-63.0092065543614,2209,2.305845511482255
-61.286269262912235,1743,1.8194154488517744
-59.563331971463064,1504,1.569937369519833
-57.840394680013894,1374,1.4342379958246347
-56.11745738856473,1181,1.232776617954071
-54.39452009711556,977,1.0198329853862214
-52.6715828056664,903,0.94258872651357
-50.948645514217226,725,0.7567849686847599
-49.225708222768056,763,0.7964509394572025
-47.50277093131889,972,1.0146137787056368
-45.77983363986972,1379,1.4394572025052192
-44.05689634842056,1174,1.2254697286012526
-42.33395905697139,1078,1.1252609603340293
-40.61102176552222,1030,1.0751565762004176
-38.888084474073054,800,0.8350730688935282
-37.16514718262388,1047,1.092901878914405
-35.44220989117472,1216,1.269311064718163
-33.71927259972555,1338,1.3966597077244258
-31.996335308276386,1660,1.732776617954071
-30.273398016827215,2023,2.1116910229645094
-28.550460725378045,2811,2.9342379958246347
-26.827523433928874,3741,3.905010438413361
-25.104586142479718,4997,5.2160751565762
-23.381648851030548,6337,6.61482254697286
-21.658711559581377,8478,8.849686847599164
-19.935774268132207,9943,10.378914405010438
-18.212836976683036,12662,13.217118997912317
-16.48989968523388,15798,16.49060542797495
-14.76696239378471,18986,19.818371607515658
-13.044025102335539,23888,24.93528183716075
-11.321087810886368,26871,28.049060542797495
-9.598150519437198,31003,32.36221294363257
-7.875213227988041,34327,35.831941544885176
-6.152275936538871,37123,38.75052192066806
-4.4293386450897,37442,39.08350730688935
-2.70640135364053,36898,38.51565762004175
-0.9834640621913593,35709,37.274530271398746
0.739473229257797,32939,34.38308977035491
2.4624105207069675,31785,33.17849686847599
4.185347812156138,29446,30.73695198329854
5.908285103605309,27504,28.7098121085595
7.631222395054479,27047,28.23277661795407
9.354159686503635,27307,28.50417536534447
11.077096977952806,26041,27.18267223382046
12.800034269401976,22269,23.245302713987474
14.522971560851147,22763,23.760960334029228
16.245908852300317,23321,24.343423799582464
17.968846143749474,22896,23.899791231732777
19.691783435198644,20821,21.73382045929019
21.414720726647815,18960,19.79123173277662
23.137658018096985,17051,17.798538622129435
24.860595309546156,16207,16.917536534446764
26.583532600995312,13875,14.48329853862213
28.306469892444483,10019,10.458246346555324
30.029407183893653,7930,8.277661795407099
31.75234447534281,6649,6.940501043841336
33.47528176679198,5740,5.991649269311065
35.19821905824115,4839,5.051148225469729
36.92115634969032,3989,4.163883089770355
38.64409364113949,3547,3.7025052192066807
40.36703093258866,2996,3.127348643006263
42.08996822403783,2231,2.3288100208768268
43.812905515487,1983,2.069937369519833
45.535842806936174,1633,1.7045929018789143
47.258780098385316,1382,1.44258872651357
48.981717389834486,1241,1.2954070981210857
50.70465468128366,798,0.8329853862212944
52.42759197273283,706,0.7369519832985386
54.150529264182,673,0.7025052192066806
55.87346655563117,568,0.592901878914405
57.59640384708034,371,0.3872651356993737
59.31934113852951,233,0.24321503131524008
61.04227842997868,215,0.2244258872651357
62.76521572142785,161,0.16805845511482254
64.48815301287699,203,0.21189979123173278
66.21109030432616,144,0.15031315240083507
67.93402759577533,78,0.081419624217119
69.6569648872245,44,0.04592901878914405
71.37990217867367,59,0.061586638830897704
73.10283947012285,23,0.024008350730688934
