Histogram Bins [cnts.],Histogram [pxls.],Area Norm. Histogram [pxl frac.]
-75.10415765111146,31,0.032359081419624215
-73.86752469907056,21,0.021920668058455117
-72.63089174702965,82,0.08559498956158663
-71.39425879498874,136,0.1419624217118998
-70.15762584294782,183,0.19102296450939457
-68.92099289090692,323,0.33716075156576203
-67.68435993886601,442,0.4613778705636743
-66.4477269868251,881,0.9196242171189979
-65.2110940347842,2965,3.094989561586639
-63.97446108274329,5746,5.997912317327766
-62.73782813070238,7704,8.041753653444676
-61.50119517866147,9141,9.541753653444676
-60.26456222662056,9510,9.926931106471816
-59.027929274579655,9332,9.741127348643007
-57.79129632253874,9583,10.003131524008351
-56.554663370497835,9969,10.406054279749478
-55.31803041845693,10365,10.819415448851775
-54.08139746641602,10089,10.531315240083508
-52.844764514375115,11452,11.954070981210856
-51.6081315623342,11737,12.251565762004175
-50.371498610293294,12043,12.57098121085595
-49.13486565825239,12213,12.748434237995825
-47.89823270621147,12135,12.667014613778706
-46.66159975417057,13068,13.640918580375782
-45.42496680212966,13130,13.705636743215031
-44.18833385008875,14178,14.799582463465553
-42.95170089804785,16191,16.900835073068894
-41.71506794600693,15855,16.55010438413361
-40.478434993966026,15525,16.20563674321503
-39.24180204192512,16829,17.56680584551148
-38.005169089884205,17463,18.228601252609604
-36.7685361378433,19831,20.700417536534445
-35.53190318580239,21044,21.96659707724426
-34.295270233761485,23465,24.493736951983298
-33.05863728172058,26219,27.36847599164927
-31.822004329679665,29608,30.90605427974948
-30.585371377638758,31646,33.03340292275574
-29.34873842559785,33139,34.59185803757829
-28.112105473556937,34243,35.74425887265136
-26.87547252151603,35584,37.144050104384135
-25.638839569475124,35095,36.63361169102296
-24.402206617434217,34742,36.265135699373694
-23.16557366539331,34335,35.840292275574114
-21.928940713352397,32714,34.1482254697286
-20.69230776131149,31904,33.3027139874739
-19.455674809270583,29486,30.778705636743215
-18.21904185722967,26941,28.12212943632568
-16.982408905188763,24047,25.10125260960334
-15.745775953147856,21182,22.11064718162839
-14.509143001106949,18960,19.79123173277662
-13.272510049066042,16546,17.271398747390396
-12.035877097025129,14622,15.263048016701461
-10.799244144984229,12666,13.221294363256785
-9.562611192943308,10533,10.994780793319416
-8.325978240902401,9216,9.620041753653444
-7.0893452888614945,8375,8.742171189979123
-5.852712336820588,7309,7.629436325678497
-4.616079384779681,6680,6.9728601252609606
-3.3794464327387743,5762,6.014613778705637
-2.1428134806978676,4981,5.19937369519833
-0.9061805286569466,4499,4.696242171189979
0.3304524233839601,3619,3.777661795407098
1.5670853754248668,3336,3.4822546972860127
2.8037183274657735,3022,3.154488517745303
4.04035127950668,2549,2.6607515657620042
5.276984231547587,2334,2.4363256784968685
6.513617183588494,2147,2.241127348643006
7.7502501356294005,1795,1.8736951983298538
8.986883087670307,1606,1.6764091858037578
10.223516039711228,1327,1.38517745302714
11.460148991752135,1298,1.3549060542797495
12.696781943793042,1257,1.312108559498956
13.933414895833948,1144,1.1941544885177453
15.170047847874855,917,0.9572025052192067
16.406680799915762,953,0.9947807933194155
17.64331375195667,896,0.9352818371607515
18.87994670399759,761,0.7943632567849687
20.116579656038496,677,0.7066805845511482
21.353212608079403,555,0.5793319415448852
22.58984556012031,453,0.47286012526096033
23.826478512161216,441,0.4603340292275574
25.063111464202123,283,0.2954070981210856
26.29974441624303,218,0.22755741127348644
27.536377368283937,259,0.27035490605427975
28.773010320324843,200,0.20876826722338204
30.009643272365764,138,0.1440501043841336
31.24627622440667,137,0.1430062630480167
32.48290917644758,86,0.08977035490605428
33.719542128488484,65,0.06784968684759916
34.95617508052939,34,0.03549060542797495
36.1928080325703,57,0.059498956158663886
37.429440984611205,50,0.05219206680584551
38.666073936652126,64,0.06680584551148225
39.90270688869303,36,0.037578288100208766
41.13933984073394,24,0.025052192066805846
42.375972792774846,20,0.020876826722338204
43.61260574481575,18,0.018789144050104383
44.84923869685666,15,0.015657620041753653
46.085871648897566,5,0.005219206680584551
47.32250460093849,12,0.012526096033402923
