Histogram Bins [cnts.],Histogram [pxls.],Area Norm. Histogram [pxl frac.]
169.8267323991722,295,0.30761209593326383
253.3611702013467,4870,5.078206465067779
336.89560800352126,14406,15.021897810218977
420.4300458056957,32686,34.08342022940563
503.9644836078703,63707,66.43065693430657
587.4989214100448,70716,73.7393117831074
671.0333592122194,60334,62.91345151199166
754.5677970143938,47053,49.064650677789366
838.1022348165684,37303,38.8978102189781
921.636672618743,30582,31.88946819603754
1005.1711104209174,25085,26.15745568300313
1088.705548223092,21118,22.020855057351408
1172.2399860252665,18870,19.67674661105318
1255.774423827441,16914,17.637122002085505
1339.3088616296154,15495,16.15745568300313
1422.84329943179,14278,14.888425443169968
1506.3777372339646,12955,13.508863399374349
1589.9121750361392,11724,12.225234619395204
1673.4466128383137,10936,11.403545359749739
1756.981050640488,10157,10.591240875912408
1840.5154884426627,9569,9.978102189781023
1924.0499262448373,9039,9.425443169968718
2007.5843640470116,8664,9.034410844629823
2091.118801849186,8258,8.611053180396246
2174.6532396513608,7950,8.289885297184567
2258.1876774535353,7548,7.870698644421272
2341.72211525571,7353,7.667361835245047
2425.2565530578845,7288,7.5995828988529714
2508.7909908600586,6903,7.198123044838374
2592.325428662233,6597,6.879040667361835
2675.859866464408,6570,6.850886339937435
2759.3943042665824,6469,6.745568300312826
2842.928742068757,6422,6.696558915537017
2926.4631798709315,6134,6.396246089676747
3009.997617673106,5916,6.1689259645464025
3093.5320554752807,5978,6.233576642335766
3177.0664932774553,5901,6.153284671532846
3260.6009310796294,5888,6.139728884254431
3344.135368881804,5871,6.122002085505735
3427.6698066839785,5684,5.927007299270073
3511.204244486153,5426,5.657977059436914
3594.7386822883277,5562,5.799791449426486
3678.2731200905023,5422,5.653806047966632
3761.807557892677,5445,5.677789363920751
3845.341995694851,5258,5.482794577685088
3928.8764334970256,5203,5.425443169968718
4012.4108712992,5308,5.534932221063608
4095.9453091013747,5289,5.515119916579771
4179.479746903549,5135,5.354535974973931
4263.014184705724,5295,5.521376433785193
4346.5486225078985,5471,5.70490093847758
4430.083060310073,5573,5.81126173096976
4513.617498112248,5837,6.086548488008342
4597.151935914422,6011,6.267987486965589
4680.686373716597,6139,6.401459854014599
4764.220811518771,6203,6.468196037539103
4847.755249320945,6259,6.526590198123045
4931.28968712312,6222,6.48800834202294
5014.824124925294,6149,6.411887382690303
5098.358562727469,6242,6.5088633993743485
5181.893000529643,6606,6.888425443169969
5265.427438331818,6603,6.885297184567258
5348.9618761339925,6693,6.979144942648592
5432.496313936167,6496,6.773722627737226
5516.030751738342,6670,6.955161626694474
5599.565189540516,6684,6.969760166840459
5683.099627342691,6219,6.484880083420229
5766.634065144865,6104,6.364963503649635
5850.16850294704,5724,5.968717413972889
5933.702940749215,5560,5.797705943691345
6017.237378551389,5619,5.859228362877998
6100.771816353564,5535,5.771637122002086
6184.306254155738,5577,5.815432742440041
6267.840691957912,5452,5.685088633993743
6351.375129760087,5158,5.37851929092805
6434.909567562261,4991,5.204379562043796
6518.444005364436,5009,5.223149113660063
6601.97844316661,5192,5.413972888425443
6685.512880968785,5441,5.673618352450469
6769.0473187709595,5189,5.410844629822732
6852.581756573134,4942,5.153284671532846
6936.116194375309,4539,4.733055265901982
7019.650632177483,3910,4.077163712200209
7103.185069979658,3390,3.534932221063608
7186.719507781832,2537,2.645464025026069
7270.253945584007,1958,2.0417101147028154
7353.7883833861815,1697,1.7695516162669447
7437.322821188356,1399,1.4588112617309699
7520.85725899053,966,1.0072992700729928
7604.391696792704,742,0.7737226277372263
7687.926134594879,639,0.6663190823774765
7771.4605723970535,467,0.4869655891553702
7854.995010199228,403,0.42022940563086547
7938.529448001403,337,0.35140771637122004
8022.063885803577,398,0.41501564129301355
8105.598323605752,345,0.3597497393117831
8189.132761407926,264,0.27528675703858185
8272.6671992101,200,0.20855057351407716
8356.201637012275,97,0.10114702815432743
8439.73607481445,35,0.0364963503649635
