Histogram Bins [cnts.],Histogram [pxls.],Area Norm. Histogram [pxl frac.]
261.40388449752624,420,0.43795620437956206
356.3940626368701,5517,5.752867570385819
451.3842407762139,37328,38.92387904066736
546.3744189155577,53148,55.42022940563086
641.3645970549017,40678,42.417101147028156
736.3547751942453,28934,30.17101147028154
831.3449533335893,21592,22.51511991657977
926.3351314729332,16299,16.99582898852972
1021.3253096122769,13712,14.29822732012513
1116.3154877516208,13061,13.61939520333681
1211.3056658909645,12329,12.856100104275287
1306.2958440303084,11771,12.274244004171011
1401.2860221696524,11197,11.67570385818561
1496.276200308996,10657,11.112617309697601
1591.26637844834,9892,10.314911366006257
1686.2565565876837,8997,9.381647549530761
1781.2467347270276,8662,9.032325338894681
1876.2369128663715,8420,8.779979144942649
1971.2270910057152,8045,8.388946819603754
2066.217269145059,7834,8.168925964546402
2161.207447284403,7685,8.013555787278415
2256.197625423747,7345,7.659019812304484
2351.1878035630907,7155,7.46089676746611
2446.1779817024344,6909,7.204379562043796
2541.1681598417786,6642,6.925964546402502
2636.1583379811223,6410,6.684045881126173
2731.148516120466,6273,6.54118873826903
2826.1386942598097,6041,6.299270072992701
2921.128872399154,6077,6.336809176225235
3016.1190505384975,5834,6.083420229405631
3111.109228677841,5646,5.887382690302398
3206.0994068171854,5608,5.847758081334724
3301.089584956529,5394,5.624608967674661
3396.0797630958727,5432,5.664233576642336
3491.069941235217,5339,5.56725755995829
3586.0601193745606,5486,5.7205422314911365
3681.0502975139043,5509,5.744525547445256
3776.0404756532484,5573,5.81126173096976
3871.030653792592,5481,5.7153284671532845
3966.020831931936,5408,5.639207507820647
4061.0110100712795,5713,5.957247132429615
4156.001188210624,5780,6.02711157455683
4250.991366349967,5838,6.087591240875913
4345.981544489311,6048,6.306569343065694
4440.971722628656,6216,6.481751824817518
4535.961900767999,6483,6.760166840458811
4630.952078907343,6520,6.798748696558915
4725.942257046687,6726,7.013555787278415
4820.932435186031,7001,7.300312825860271
4915.922613325375,7084,7.386861313868613
5010.912791464719,7261,7.571428571428571
5105.9029696040625,7298,7.6100104275286755
5200.893147743406,7649,7.976016684045881
5295.88332588275,7831,8.16579770594369
5390.873504022094,8040,8.383733055265902
5485.863682161438,8417,8.776850886339938
5580.853860300782,8649,9.018769551616266
5675.844038440126,8995,9.379562043795621
5770.834216579469,9379,9.779979144942649
5865.824394718813,9911,10.334723670490094
5960.814572858157,10635,11.089676746611053
6055.804750997501,11526,12.018769551616266
6150.794929136845,12251,12.774765380604796
6245.785107276189,12095,12.612095933263817
6340.775285415532,11461,11.950990615224192
6435.765463554876,10575,11.02711157455683
6530.75564169422,9715,10.130344108446298
6625.7458198335635,9150,9.54118873826903
6720.735997972908,8973,9.356621480709071
6815.726176112252,9420,9.822732012513034
6910.7163542515955,10128,10.561001042752867
7005.706532390939,10235,10.672575599582899
7100.696710530283,11091,11.565172054223149
7195.686888669627,11778,12.281543274244004
7290.677066808971,12185,12.705943691345151
7385.667244948315,12282,12.80709071949948
7480.657423087659,12448,12.980187695516163
7575.647601227002,12682,13.224191866527633
7670.637779366346,12343,12.870698644421273
7765.62795750569,12331,12.858185610010427
7860.618135645033,12736,13.280500521376434
7955.608313784378,13834,14.425443169968718
8050.598491923722,13771,14.359749739311782
8145.588670063065,12863,13.412930135557874
8240.578848202409,10739,11.198123044838374
8335.569026341753,9032,9.418143899895725
8430.559204481096,7800,8.13347236704901
8525.54938262044,6535,6.814389989572471
8620.539560759784,5076,5.293013555787279
8715.529738899128,3296,3.4369134515119915
8810.519917038471,1708,1.781021897810219
8905.510095177815,819,0.8540145985401459
9000.500273317159,465,0.4848800834202294
9095.490451456502,359,0.3743482794577685
9190.480629595846,302,0.3149113660062565
9285.47080773519,243,0.2533889468196038
9380.460985874535,138,0.14389989572471323
9475.451164013879,61,0.06360792492179354
9570.441342153223,16,0.016684045881126174
9665.431520292566,5,0.005213764337851929
