Histogram Bins [cnts.],Histogram [pxls.],Area Norm. Histogram [pxl frac.]
-78.5393381794718,252,0.2630480167014614
-76.868157207664,276,0.2881002087682672
-75.1969762358562,298,0.31106471816283926
-73.52579526404838,313,0.3267223382045929
-71.85461429224058,449,0.46868475991649267
-70.18343332043278,461,0.4812108559498956
-68.51225234862497,467,0.48747390396659707
-66.84107137681717,418,0.4363256784968685
-65.16989040500937,445,0.46450939457202506
-63.49870943320157,455,0.47494780793319413
-61.82752846139376,728,0.7599164926931107
-60.156347489585954,742,0.7745302713987474
-58.485166517778154,679,0.708768267223382
-56.813985545970354,703,0.7338204592901879
-55.14280457416255,650,0.6784968684759917
-53.47162360235474,566,0.5908141962421712
-51.80044263054694,630,0.6576200417536534
-50.12926165873914,683,0.7129436325678496
-48.45808068693133,679,0.708768267223382
-46.786899715123525,813,0.848643006263048
-45.115718743315725,927,0.9676409185803758
-43.444537771507925,1232,1.2860125260960333
-41.77335679970012,1531,1.5981210855949897
-40.10217582789231,1677,1.7505219206680585
-38.43099485608451,1790,1.8684759916492693
-36.75981388427671,2182,2.277661795407098
-35.0886329124689,2279,2.3789144050104385
-33.417451940661095,2630,2.7453027139874737
-31.746270968853295,3040,3.173277661795407
-30.075089997045495,3768,3.933194154488518
-28.403909025237688,4792,5.002087682672234
-26.73272805342988,5042,5.263048016701461
-25.06154708162208,5254,5.484342379958246
-23.39036610981428,5772,6.025052192066806
-21.719185138006473,6524,6.810020876826722
-20.048004166198666,7784,8.12526096033403
-18.376823194390866,8584,8.960334029227557
-16.705642222583066,9926,10.36116910229645
-15.034461250775259,11111,11.59812108559499
-13.363280278967451,12451,12.996868475991649
-11.692099307159651,14282,14.908141962421713
-10.020918335351851,17014,17.75991649269311
-8.349737363544051,20734,21.643006263048015
-6.678556391736237,22990,23.997912317327767
-5.007375419928437,26935,28.115866388308977
-3.3361944481206365,31089,32.45198329853862
-1.6650134763128221,34578,36.093945720250524
0.00616749549497797,41048,42.84759916492693
1.677348467302778,51630,53.89352818371608
3.348529439110578,61068,63.74530271398747
5.019710410918378,56760,59.24843423799582
6.690891382726193,44432,46.379958246346554
8.362072354533993,43935,45.86116910229645
10.033253326341793,43260,45.15657620041754
11.704434298149607,42563,44.42901878914405
13.375615269957407,39751,41.4937369519833
15.046796241765207,31672,33.06054279749478
16.717977213573008,25567,26.687891440501044
18.389158185380808,18449,19.257828810020875
20.060339157188622,14606,15.24634655532359
21.731520128996422,12429,12.973903966597078
23.402701100804222,12225,12.760960334029228
25.073882072612037,13418,14.006263048016702
26.745063044419837,14459,15.092901878914406
28.416244016227637,14508,15.144050104384133
30.087424988035437,9897,10.330897703549061
31.758605959843237,8771,9.15553235908142
33.42978693165105,5698,5.947807933194155
35.10096790345885,4343,4.533402922755741
36.77214887526665,3768,3.933194154488518
38.443329847074466,3374,3.521920668058455
40.114510818882266,3009,3.140918580375783
41.785691790690066,2773,2.894572025052192
43.456872762497866,2401,2.5062630480167014
45.12805373430567,2161,2.255741127348643
46.79923470611348,1852,1.9331941544885178
48.47041567792128,1632,1.7035490605427974
50.14159664972908,1494,1.5594989561586639
51.812777621536895,1426,1.488517745302714
53.48395859334468,1066,1.1127348643006263
55.155139565152496,859,0.8966597077244259
56.82632053696031,798,0.8329853862212944
58.497501508768096,698,0.7286012526096033
60.16868248057591,607,0.6336116910229646
61.839863452383696,582,0.6075156576200418
63.51104442419151,405,0.42275574112734865
65.18222539599932,315,0.3288100208768267
66.85340636780711,283,0.2954070981210856
68.52458733961492,227,0.23695198329853862
70.19576831142274,242,0.25260960334029225
71.86694928323053,140,0.14613778705636743
73.53813025503834,128,0.1336116910229645
75.20931122684615,161,0.16805845511482254
76.88049219865394,89,0.09290187891440502
78.55167317046175,54,0.05636743215031315
80.22285414226954,14,0.014613778705636743
81.89403511407735,31,0.032359081419624215
83.56521608588517,14,0.014613778705636743
85.23639705769295,20,0.020876826722338204
86.90757802950077,27,0.028183716075156576
