Histogram Bins [cnts.],Histogram [pxls.],Area Norm. Histogram [pxl frac.]
295.6619149763412,369,0.38517745302713985
374.0179723544124,2338,2.440501043841336
452.37402973248356,13587,14.18267223382046
530.7300871105548,37077,38.70250521920668
609.0861444886259,39553,41.28705636743215
687.4422018666971,31248,32.61795407098121
765.7982592447684,24356,25.423799582463467
844.1543166228395,19592,20.450939457202505
922.5103740009107,15851,16.545929018789145
1000.8664313789819,13100,13.674321503131525
1079.222488757053,11403,11.902922755741127
1157.5785461351243,10591,11.055323590814195
1235.9346035131955,10180,10.626304801670146
1314.2906608912667,9905,10.339248434237996
1392.6467182693377,9200,9.603340292275574
1471.002775647409,8825,9.211899791231733
1549.3588330254802,8002,8.352818371607516
1627.7148904035514,7690,8.02713987473904
1706.0709477816226,7487,7.815240083507307
1784.4270051596936,7132,7.444676409185804
1862.7830625377649,6700,6.993736951983299
1941.139119915836,6520,6.8058455114822545
2019.4951772939073,6057,6.322546972860125
2097.8512346719785,5901,6.159707724425887
2176.2072920500495,5631,5.877870563674321
2254.563349428121,5389,5.625260960334029
2332.919406806192,5299,5.531315240083507
2411.275464184263,5086,5.308977035490606
2489.6315215623345,4926,5.1419624217118995
2567.987578940406,4709,4.9154488517745305
2646.3436363184765,4579,4.779749478079332
2724.699693696548,4667,4.87160751565762
2803.0557510746194,4505,4.702505219206681
2881.41180845269,4437,4.6315240083507305
2959.7678658307614,4379,4.57098121085595
3038.123923208833,4298,4.48643006263048
3116.4799805869043,4208,4.392484342379959
3194.836037964975,4224,4.409185803757829
3273.1920953430463,4213,4.397703549060543
3351.5481527211177,4336,4.526096033402923
3429.9042100991883,4088,4.267223382045929
3508.2602674772597,4208,4.392484342379959
3586.616324855331,4183,4.366388308977036
3664.9723822334017,4222,4.407098121085595
3743.328439611473,4269,4.45615866388309
3821.6844969895446,4282,4.469728601252609
3900.040554367616,4243,4.42901878914405
3978.3966117456866,4420,4.613778705636744
4056.752669123758,4586,4.78705636743215
4135.10872650183,4647,4.850730688935282
4213.4647838799,4565,4.765135699373695
4291.820841257972,4788,4.997912317327766
4370.176898636043,4866,5.079331941544885
4448.532956014114,4863,5.076200417536534
4526.889013392185,4975,5.193110647181628
4605.2450707702565,5080,5.302713987473904
4683.601128148327,5192,5.419624217118998
4761.9571855263985,5439,5.677453027139875
4840.31324290447,5867,6.124217118997913
4918.6693002825405,6083,6.349686847599165
4997.025357660612,6222,6.494780793319415
5075.381415038683,6455,6.737995824634655
5153.737472416755,7017,7.324634655532359
5232.093529794825,7628,7.9624217118997915
5310.449587172897,8401,8.769311064718163
5388.805644550968,9195,9.59812108559499
5467.161701929039,10197,10.644050104384133
5545.51775930711,11783,12.299582463465553
5623.873816685182,14411,15.042797494780793
5702.229874063253,14717,15.362212943632567
5780.585931441324,12626,13.179540709812109
5858.941988819395,9803,10.232776617954071
5937.298046197467,8718,9.100208768267223
6015.654103575537,8834,9.221294363256785
6094.010160953609,9273,9.679540709812109
6172.36621833168,9612,10.03340292275574
6250.722275709751,10046,10.48643006263048
6329.078333087822,10682,11.150313152400836
6407.434390465894,12096,12.626304801670146
6485.790447843965,13614,14.210855949895615
6564.146505222036,15754,16.444676409185803
6642.502562600107,18446,19.254697286012526
6720.8586199781785,21238,22.16910229645094
6799.214677356249,23363,24.387265135699373
6877.5707347343205,27432,28.63465553235908
6955.926792112392,30164,31.48643006263048
7034.2828494904625,25988,27.127348643006265
7112.638906868534,18576,19.390396659707726
7190.994964246605,12672,13.227557411273487
7269.351021624677,9526,9.943632567849686
7347.707079002747,8283,8.646137787056368
7426.063136380819,7953,8.301670146137788
7504.41919375889,6690,6.98329853862213
7582.775251136961,3949,4.122129436325679
7661.131308515032,1839,1.9196242171189979
7739.487365893104,1007,1.0511482254697286
7817.843423271175,648,0.6764091858037579
7896.199480649246,349,0.36430062630480164
7974.555538027317,120,0.12526096033402923
8052.911595405388,21,0.021920668058455117
