Histogram Bins [cnts.],Histogram [pxls.],Area Norm. Histogram [pxl frac.]
305.18924620891937,424,0.44258872651356995
401.193229859486,5131,5.355949895615867
497.1972135100526,32605,34.03444676409186
593.2011971606194,47576,49.66179540709812
689.205180811186,37888,39.54906054279749
785.2091644617526,27759,28.97599164926931
881.2131481123192,21170,22.09812108559499
977.2171317628859,16637,17.366388308977037
1073.2211154134525,14123,14.742171189979123
1169.225099064019,11977,12.502087682672235
1265.2290827145857,11637,12.147181628392484
1361.2330663651524,11121,11.608559498956158
1457.237050015719,10454,10.91231732776618
1553.2410336662856,9774,10.20250521920668
1649.2450173168522,8997,9.391440501043842
1745.2490009674189,8665,9.044885177453027
1841.2529846179855,8096,8.450939457202505
1937.256968268552,7695,8.032359081419624
2033.2609519191187,7334,7.65553235908142
2129.2649355696853,7136,7.448851774530271
2225.268919220252,6797,7.0949895615866385
2321.2729028708186,6715,7.009394572025053
2417.2768865213857,6362,6.640918580375783
2513.2808701719523,5871,6.12839248434238
2609.284853822519,5587,5.8319415448851775
2705.2888374730856,5413,5.650313152400835
2801.292821123652,5125,5.349686847599165
2897.296804774219,5132,5.356993736951983
2993.3007884247854,5042,5.263048016701461
3089.304772075352,4814,5.025052192066806
3185.3087557259187,4788,4.997912317327766
3281.3127393764853,4820,5.031315240083507
3377.316723027052,4938,5.154488517745302
3473.3207066776185,4869,5.082463465553236
3569.324690328185,4958,5.175365344467641
3665.328673978752,4743,4.950939457202505
3761.3326576293184,4737,4.944676409185804
3857.336641279885,4772,4.981210855949896
3953.3406249304517,4761,4.969728601252609
4049.3446085810183,4738,4.945720250521921
4145.348592231585,4942,5.15866388308977
4241.3525758821515,4987,5.205636743215031
4337.356559532718,5142,5.367432150313152
4433.360543183285,5272,5.503131524008351
4529.364526833851,5366,5.60125260960334
4625.368510484418,5204,5.432150313152401
4721.372494134985,5388,5.624217118997913
4817.376477785551,5549,5.792275574112735
4913.380461436118,5545,5.788100208768268
5009.3844450866845,5839,6.0949895615866385
5105.388428737251,6041,6.3058455114822545
5201.392412387818,6171,6.441544885177453
5297.396396038384,6367,6.646137787056367
5393.400379688951,6832,7.1315240083507305
5489.404363339518,7253,7.57098121085595
5585.408346990084,7265,7.583507306889353
5681.412330640651,7912,8.258872651356993
5777.4163142912175,8126,8.482254697286013
5873.420297941784,8788,9.173277661795407
5969.424281592351,8956,9.348643006263048
6065.428265242917,9777,10.205636743215031
6161.432248893484,10768,11.24008350730689
6257.436232544051,11564,12.07098121085595
6353.440216194617,12381,12.923799582463465
6449.444199845184,13162,13.739039665970772
6545.4481834957505,14514,15.150313152400836
6641.452167146317,16305,17.01983298538622
6737.456150796884,17787,18.56680584551148
6833.46013444745,18799,19.623173277661795
6929.464118098017,18331,19.13465553235908
7025.468101748584,17119,17.869519832985386
7121.47208539915,14932,15.586638830897703
7217.476069049717,14661,15.30375782881002
7313.4800527002835,16194,16.903966597077243
7409.48403635085,17232,17.987473903966595
7505.488020001417,16507,17.230688935281837
7601.492003651983,14425,15.05741127348643
7697.49598730255,13142,13.718162839248434
7793.499970953117,12933,13.5
7889.503954603683,12942,13.509394572025052
7985.50793825425,12799,13.360125260960334
8081.5119219048165,13657,14.255741127348642
8177.515905555383,13097,13.671189979123174
8273.51988920595,11694,12.206680584551147
8369.523872856516,10033,10.47286012526096
8465.527856507084,6714,7.008350730688935
8561.531840157651,4043,4.220250521920668
8657.535823808217,2904,3.0313152400835075
8753.539807458785,2386,2.490605427974948
8849.54379110935,2267,2.3663883089770357
8945.547774759918,2199,2.2954070981210855
9041.551758410484,1925,2.009394572025052
9137.555742061051,1409,1.4707724425887265
9233.559725711617,633,0.6607515657620042
9329.563709362184,228,0.23799582463465555
9425.56769301275,60,0.06263048016701461
9521.571676663318,53,0.055323590814196244
9617.575660313883,38,0.03966597077244259
9713.579643964451,17,0.017745302713987474
9809.583627615017,7,0.007306889352818371
